"Gene","dpiAsymptomatic.log2FC","dpiAsymptomatic.padj","dpiRecovered.log2FC","dpiRecovered.padj","dpiSymptomatic.log2FC","dpiSymptomatic.padj"
"ABI3",0.0292376678536103,0.84271044022682,0.0600518407308735,0.782295249637822,0.263569515528513,0.316121284305655
"ABI3BP",-0.0205620691344016,0.942614368521797,0.0353720957431512,0.922903158880945,0.368911099251704,0.221133638977021
"ABITRAM",-0.0711923462066654,0.749000973068746,0.0809268017054268,0.800666323720129,0.130923258075098,0.655382770497315
"ABL1",0.0495779244124736,0.871899140269513,0.152900685640445,0.624292359001343,-0.0299207818633068,0.919485671415076
"ABL2",0.0383334832602201,0.870039374709801,0.0758520127540501,0.801596183074379,0.333141926347262,0.24465672762135
"ABLIM1",-0.0169416303866221,0.974679477378393,-0.0375252620420154,0.925591675308571,-0.293371696081544,0.241520487212008
"ABLIM2",-0.0149152119380038,0.960306011773807,0.0497941529432124,0.855608386641815,-0.772073914881087,0.0613871362337995
"ABLIM3",0.0258400269467198,0.869201089803951,0.026262899484609,0.92633908688845,0.1743977677636,0.506623761212906
"ABO",-0.00704117413119661,0.963853749911716,-0.0133666143599717,0.938682881942003,-0.195428257715672,0.373842397462159
"ABR",0.0337624141532524,0.893602577954496,-0.0577962399036072,0.866895179243315,0.00944416643202768,0.95492330810085
"ABRA",-0.0322117208466711,0.903996524867706,-0.151275812916971,0.581050272291871,-0.124566145854343,0.686933813918013
"ABRACL",-0.00882162938884733,0.987612448103693,0.000658604311638581,0.998298581939358,0.0898236291778998,0.76692131080928
"ABRAXAS1",0.00848442138958688,0.98502584418488,0.015168783823066,0.974253415904884,0.0700010485745465,0.836998362594853
"ABRAXAS2",-0.0603272198674039,0.841751267608272,-0.0280554143466695,0.948836438359097,0.0636971187395124,0.829314436402183
"ABT1",-0.0631454843402127,0.815561596825549,-0.367843548271259,0.204334114617308,-0.305526955896011,0.213288011546567
"ABTB1",0.0442377491303563,0.764861356866897,-0.0238225288000203,0.949994999464455,0.0702068202689941,0.833191383610392
"ABTB2",0.0223318007146417,0.944851203530652,0.0251039162498758,0.901418646134647,0.110707152442811,0.727249512265611
"ACAA1",0.0612679499356727,0.766132853417874,0.0415345895563723,0.909546271705748,0.456497196576233,0.116290593404585
"ACAA2",-0.0377245755969529,0.903246282405098,-0.0636072516695941,0.853266414771567,-0.113889668612363,0.705678929513758
"ACACA",-0.0415585080832393,0.92129299754785,0.0458069432575028,0.906991105159931,-0.0919699435064099,0.718888080920083
"ACACB",-0.0137553195320478,0.961152735748924,-0.0341836157169075,0.905476237553803,-0.0838853839985996,0.789625221752523
"ACAD10",0.079391426075456,0.777669352280017,0.261499021601851,0.323144654374203,0.0430586631795724,0.885549288635456
"ACAD11",-0.00824898050083257,0.985460418468196,0.0645592683152723,0.843079672044978,0.167846601941062,0.565835552652233
"ACAD8",0.0720244928175141,0.740237184097463,0.203384985369222,0.478658954850672,0.0564698184573491,0.870852566971151
"ACAD9",0.0122691084244106,0.980503481620331,-0.00488162287047294,0.988656107851033,-0.125782366534719,0.625009361357619
"ACADL",-0.0237357266051903,0.897676696791085,-0.020575199529159,0.945325944538514,0.00948541587539615,0.981977933507427
"ACADM",0.0448536436706167,0.834421514327436,0.0623628160794055,0.851767831018709,0.318122092249938,0.259388198786624
"ACADS",-0.0213781372334249,0.949750882971082,-0.0222272777937274,0.950496303787736,-0.247335845499595,0.39977910405866
"ACADSB",-0.0768173635174073,0.744636369063545,0.041448384817225,0.911918113807596,-0.0867119614570083,0.778154018211072
"ACADVL",-0.00806041671880383,0.97833718365193,-0.260522449245393,0.38538940910231,-0.20097588395356,0.439884803126826
"ACAN",-0.0714086883153104,0.625013727636336,-0.289544141960019,0.325055148415614,-0.325657368812202,0.299113253395606
"ACAP1",-0.00485002899536655,0.990924436554472,-0.0774232469842339,0.817539040120652,-0.353446868365401,0.225869559146783
"ACAP2",0.0995948186461282,0.659620284927937,0.11317800216541,0.721406383494308,0.347239918304329,0.156222268174754
"ACAP3",-0.00213591168336987,0.995546666235952,0.0084365727642755,0.97850475292862,-0.41589997222329,0.19123099517485
"ACAT1",-0.0391096337790721,0.920117430108648,0.0674730926631725,0.847039039169449,-0.113456454794881,0.69000381384567
"ACBD3",-0.110673335158513,0.684618251839793,-0.144326594875933,0.606660446575067,-0.202025404493953,0.282196989396933
"ACBD4",0.023825319154389,0.94224106341238,-0.018664711593037,0.963131378562921,-0.189770530702906,0.518618243545775
"ACBD5",0.0730024518358111,0.815867225653761,0.0445233123921554,0.905476237553803,0.110540144745764,0.623533465844666
"ACBD6",0.0241324001728134,0.961568088106866,0.146911249222676,0.620462783439234,0.0500131949116051,0.878937386119939
"ACBD7",0.0099916430991506,0.977920815051148,0.239547739135518,0.319449478858499,0.132830698876124,0.650104199753556
"ACCS",0.0575108488405021,0.793160816150853,0.153757050387784,0.5872904577885,-0.116301148931058,0.709361256773314
"ACCSL",0.0344769947385025,0.469324589626031,0.104948108327546,0.277023440512046,0.245614525396804,0.181656145297566
"ACD",-0.0529116448333713,0.844096756317798,-0.184656354680611,0.539149561345373,-0.528512205771171,0.0516444878605273
"ACE",-0.0665583027119414,0.650080662502159,-0.232091657242317,0.388380158701867,-0.646999363285938,0.0834760256281984
"ACE2",-0.0114446148175889,0.967724080208936,-0.0440726482207342,0.866874397742831,0.0942684328857717,0.749547891583643
"ACER1",-0.00740859873933521,0.98502584418488,-0.0527245838246464,0.873860188817086,-0.403645967359281,0.194360297455727
"ACER2",0.017780995716433,0.935712088265357,0.0179409171813053,0.957913409176374,0.316642131496688,0.260938023673554
"ACER3",-0.0017425596117291,0.995907948033645,0.0893394994165428,0.794795749784,0.154110559738555,0.598910147543027
"ACHE",0.0132775322600629,0.91811379743883,0.0859438032590933,0.457981358307318,1.54967250589488,0.0199935957980801
"ACIN1",-0.0224446960884746,0.985574237835177,0.0305571816236901,0.948604239695182,-0.143644306366152,0.433973439731647
"ACKR1",0.0124614700833804,0.931116909892089,0.0777361384827967,0.525063233860927,0.432139265208201,0.0654049642482766
"ACKR2",0.00919039811922112,0.953268171698371,0.0190639471131395,0.922533033671907,0.224698284035625,0.207151966953206
"ACKR3",-0.000956991033038812,0.996447798850225,0.145536846534715,0.378184781328923,-0.018346335713717,0.958394739585822
"ACKR4",-0.0524294606278686,0.731558312784663,-0.0474864900434288,0.87361534575289,-0.141621272000053,0.640647023053176
"ACLY",-0.0103398280252659,0.987401545152761,-0.0340994337627228,0.932544170265438,-0.0890828034676668,0.694545687788673
"ACMSD",0.026424775481378,0.892826562662511,0.134920013875398,0.540271603063375,0.328045492643735,0.263128106555528
"ACO1",0.00788573257433979,0.981091226545397,-0.046976541622207,0.859783842573663,1.41888781945044,0.00352913407825248
"ACO2",-0.0576476961072709,0.874585758632914,-0.0526063616536187,0.888125860905733,-0.235153926697109,0.243030198626597
"ACOD1",0.00589241100979945,0.953929247155723,-0.0303274254209653,0.792796256205715,2.75965864172545,0.0108600928796329
"ACOT11",0.0497668849124268,0.791315749582572,0.0838003720890322,0.775420461820069,0.032541476058292,0.928348431394915
"ACOT12",-0.0529845271625227,0.788520289533877,-0.172761525465752,0.530995335171725,-0.317849663176858,0.291354450100967
"ACOT13",-0.00577905719345847,0.99042214894891,-0.00825580292262191,0.979271429508691,0.258182974451379,0.347934976133411
"ACOT2",0.000895945549107756,0.998243750010978,-0.0472744845083592,0.882676457392684,-0.160780683092057,0.594259972050084
"ACOT4",0.029064051070319,0.83037284238638,0.0979556654781949,0.59885943013939,0.0451995321276789,0.884273593922352
"ACOT7",-0.0561906810880555,0.801312476189466,-0.0564875085986346,0.866280833613606,-0.499717182697592,0.103542935404068
"ACOT8",0.0437478718461522,0.912038298837054,0.0888519273259821,0.786178668780993,0.2416270554964,0.251722692039611
"ACOT9",-0.00399548779237744,0.995546666235952,0.0684179023993417,0.839897562001005,0.00588712077032228,0.985435689635196
"ACOX1",0.0772124096393582,0.812911506093022,0.1169413533291,0.678828838099656,0.159770441095341,0.396989713089186
"ACOX2",0.0173318359985839,0.963167980647688,0.0167490336253532,0.968992661659771,0.0205974716623703,0.960111381298654
"ACOX3",0.0365766621300607,0.903246282405098,0.021296548531933,0.960736334003158,-0.196173040986147,0.48782296373217
"ACP1",-0.0120878989076381,0.959927832771529,-0.00332804930186,0.987636558879414,0.0599250097884576,0.855459702139415
"ACP2",0.160978017082052,0.452392488393712,0.179479174905646,0.55281672146405,0.422819545636206,0.089033944648396
"ACP3",0.0937591895841605,0.296550820733138,0.177538302461187,0.406176706627824,2.2170500557114,3.25939954333183e-07
"ACP4",-0.039681906581083,0.86132969284196,-0.713263184398472,0.0904549824107093,-1.08069451915733,0.00348232463054219
"ACP5",-0.00739361725411881,0.983615095217338,0.113456617002376,0.61297826297789,0.232538895756322,0.401238163933132
"ACP6",0.0253495459247054,0.961152735748924,-0.061097189802889,0.870575932080551,-0.0836344672816425,0.767957021726133
"ACP7",-0.00466070510922161,0.99042214894891,-0.00876051213791857,0.982314265882564,-0.195409924756646,0.505792243092287
"ACR",0.0247642068434037,0.0320089210799695,0.0596211999651477,0.0760889621869487,0.150908496851894,0.0135500132850363
"ACRBP",0.106635927685467,0.465608992659018,0.266999467542129,0.345426876022024,0.801921105250924,0.0172714058642196
"ACRV1",0.0325124486266277,0.733698088662787,0.20555472022097,0.1852553670766,1.39399098193872,0.0199935957980801
"ACSBG1",0.0624948889829302,0.702601648499658,0.201370362636499,0.449229126857067,0.477868785245736,0.135905228175967
"ACSBG2",0.0101252078662478,0.98502584418488,-0.0422572653880837,0.907510216485997,-0.204887791144126,0.461047217984194
"ACSF2",0.00246654399155383,0.992889289350127,0.0596068565509104,0.860895875156969,-0.145699233133261,0.59955035322832
"ACSF3",0.037941267577135,0.901495428053348,0.0844986146714812,0.806310997040762,-0.3376044531429,0.206413061667148
"ACSL1",0.0113488420094669,0.96995310981922,-0.0540293418522976,0.841702050507679,0.471176053184393,0.149950683138243
"ACSL3",-0.152026862027026,0.463627404245845,-0.52309967328601,0.119791116826942,-0.139747730116959,0.631483546984535
"ACSL4",-0.00662797831614769,0.987401545152761,-0.0713866872258263,0.821574816015043,0.436787875821747,0.146207207790259
"ACSL5",0.00847442967758266,0.987198342541785,0.0364713326269498,0.927484708210726,0.534213768147634,0.0521623750820909
"ACSL6",0.00805126729629935,0.964893489034951,0.0430693012092754,0.779790990607406,0.203382515264774,0.23239764688867
"ACSM1",0.0290003868641174,0.871899140269513,0.22075998857647,0.329544130289987,0.19339544331674,0.488529702857364
"ACSM3",-0.0173928178155268,0.852741044810431,-0.0445373905390778,0.819195507547401,-0.00371896768781879,0.983996836083518
"ACSM4",0.0273597911609434,0.840775845670833,0.141671284089604,0.408091706001804,1.09119065783804,0.0306177474892419
"ACSM5",0.0465167501153787,0.422191763044996,0.090857844671982,0.519708720218714,0.287423832409967,0.21748475993783
"ACSS1",0.0124368294661125,0.981369266799793,0.0842397769760978,0.782295249637822,-0.161139769652466,0.56927265411708
"ACSS2",-0.0213941527233567,0.945189074800952,-0.208881435899366,0.458083390296507,-0.015448165968425,0.970619409043046
"ACSS3",0.27276552343662,0.305248729683744,0.23683494920755,0.420246219255611,0.356348111443526,0.192667240555061
"ACTA1",-0.0149801324862615,0.928233600995641,0.0190889733676868,0.938631332639043,-0.0656666940399483,0.815844090795321
"ACTA2",-0.0316970462484899,0.902533810336174,0.376153865513253,0.23329776647293,-0.0589701559530768,0.865560243707453
"ACTB",0.0306531437854143,0.934484443426056,-0.0626469306429219,0.859308790787433,0.231627518946718,0.369367076913389
"ACTC1",-0.00216953782075491,0.990697296293176,-0.0196733639371995,0.90912862749108,-0.0254991583523671,0.914056083396944
"ACTG1",0.00648676544692484,0.989562862726401,0.0029630183827358,0.995042800871,0.140457789500779,0.638653365818236
"ACTG2",0.00286322996328897,0.993374414229341,0.00206136340683806,0.995115328503281,0.0225381649794435,0.950087360711638
"ACTL6A",0.0548593048209305,0.865232810766048,0.394183690118036,0.1852553670766,0.299308345331232,0.241228033436809
"ACTL6B",1.48069393112299,0.0638413022740121,1.36005182642636,0.045893153628469,1.12645975022227,0.0400891748337645
"ACTL7A",0.00972457996158528,0.96995310981922,-0.0656653802245386,0.768045880702005,-0.363692342311058,0.263013811547369
"ACTL7B",0.00746397972259432,0.96995310981922,-0.0337042471131913,0.863494227768293,-0.218807489496442,0.389190357917104
"ACTN1",0.00185250722340027,0.998883484801931,-0.203112268202202,0.496570988370374,-0.295357599539286,0.274751812315272
"ACTN2",0.0972576870618061,0.367307750586838,0.458737792463407,0.190941344958785,0.435853799702639,0.181421619280013
"ACTN3",-0.011563135693389,0.970538573913781,0.0779446544839462,0.771823495909742,-0.419657668516757,0.199476081028119
"ACTN4",0.0216187453313078,0.967664937036263,0.00343328396490008,0.993988378113999,0.0685615636451801,0.862752174193608
"ACTR10",0.00408418378908571,0.998083381510648,0.037690224380377,0.926367468928694,0.181025062390999,0.485190467459361
"ACTR1A",0.0201949700446439,0.961568088106866,0.049953102238124,0.894292830423337,0.131008054979225,0.577933870492625
"ACTR1B",-0.00467710989922152,0.993762393598313,-0.031335221007506,0.937183296482514,-0.358204547412594,0.194700807219867
"ACTR2",-0.0860492381572325,0.657111053110074,-0.501940385166506,0.160307420029914,0.0961390236469016,0.764868716087155
"ACTR3",-0.0211014736455747,0.96001630118433,-0.0976355444259503,0.789300523729857,0.306057276106885,0.266948681772581
"ACTR3B",0.0632278524793065,0.80447514508032,0.0918993948383356,0.794795749784,1.05879831501617,0.984391942327977
"ACTR5",0.117602193019402,0.655691577331104,0.161059159097127,0.557216735560902,0.011931560987436,0.978106425451721
"ACTR6",-0.0284111322822426,0.945953447382993,0.0112599177308366,0.980691124732694,-0.0744004961687623,0.804592774134024
"ACTR8",-0.0544765780109889,0.844531420194169,0.0720605272298205,0.834651224130489,-0.0806052957945442,0.792581321455228
"ACTRT3",-0.043178875921493,0.808925797868014,-0.131630408642119,0.601592566036163,-0.0209797578994596,0.95492330810085
"ACVR1",0.0199374548203826,0.96762905599334,0.0411159889788894,0.916607989026461,0.296712329548247,0.250244057295799
"ACVR1B",0.0262090099145121,0.941626305599306,-0.100222760602782,0.756799401848056,0.293566137938562,0.277891216465999
"ACVR1C",0.0294654076993591,0.943682067001894,-0.11482990131094,0.717575193942627,-0.0496372240698729,0.873010181926505
"ACVR2A",-0.0294015532266379,0.926819860906716,-0.153011828291975,0.636734292965281,-0.176181403421208,0.51380833231137
"ACVR2B",0.0259709269251323,0.936973741956016,-0.0570323991679376,0.865568527742259,-0.172097916780923,0.562328960746009
"ACVRL1",0.0382425613414488,0.593431126105608,0.0440919260544771,0.809788333781069,0.606696957165054,0.0824688918753936
"ACY3",0.00751478589267107,0.96995310981922,0.0339915747733925,0.846736556890332,0.00437744802080821,0.989372108477877
"ACYP2",0.175752253261958,0.437990149862103,0.550410973918942,0.0485787756522715,0.350953625611592,0.136795931834686
"ADA2",0.114282894870138,0.593843433311457,0.0754928704481957,0.832650210668008,0.377638256367976,0.143237919306814
"ADAD1",0.0358862394333199,0.756025639260192,0.0117236052475349,0.968467604299763,0.0346827349372478,0.912728085569565
"ADAL",0.0282270140262511,0.942564717974638,0.283022978893665,0.336251367630671,0.241514973617915,0.358483289668861
"ADAM10",0.0208365140897188,0.963853749911716,0.0949679704361892,0.759226052391181,0.300067392443968,0.253330667499241
"ADAM11",0.0163277043212189,0.963853749911716,0.0735083457373778,0.815343343298708,-0.247132942177208,0.397773804100072
"ADAM12",0.0473636110523715,0.838202258719603,0.0719292450763567,0.816049928362168,-0.0713694927087115,0.833222746044079
"ADAM15",-0.00418756223898349,0.99239804492466,0.0489809881345412,0.881289248891589,0.00470364788262525,0.989419554614013
"ADAM17",-0.0252347059338249,0.959655933292532,-0.134134745084382,0.661234817085047,-0.0933596728930894,0.72926364521796
"ADAM18",0.00409358015713842,0.995532756304929,0.139374580488462,0.660396150619081,0.161339214321529,0.567631306387799
"ADAM19",-0.0234428114084524,0.956251987263765,-0.0615039181760679,0.860895875156969,-0.355688670263329,0.17763772555507
"ADAM2",0.0808956120335014,0.748450687501215,0.167176708245508,0.572737693550476,0.0320470697032636,0.92419400176727
"ADAM22",-0.0333826372991523,0.853530549363819,-0.0842186132050197,0.740998826703371,-0.148678668418637,0.618046332570678
"ADAM23",-0.00416997834571599,0.990811859614163,-0.00984632192785973,0.978620040142606,-0.183283568992688,0.547760898787429
"ADAM28",-0.017820652428313,0.929940918802581,0.0329897797818794,0.89991005421981,0.284035109463956,0.285032089089213
"ADAM32",0.0935933166769782,0.659264182605717,0.199061106194397,0.49245307080591,0.590007392885728,0.0266525675698898
"ADAM33",-0.00849600471503278,0.966678820107875,-0.025388309103603,0.902179460267957,-0.0270765144768476,0.919315438781957
"ADAM5",-0.0537965785075817,0.791881565415423,-0.104718708698812,0.718891070712379,0.0287716590494599,0.941657575325199
"ADAM7",0.053660324462593,0.639780266030258,0.143482492462051,0.500290711163779,0.413627733680831,0.200560078054313
