"Gene","DPI01.lfc","DPI01.padj","DPI05.lfc","DPI05.padj","DPI07.lfc","DPI07.padj","DPI15.lfc","DPI15.padj","DPI21.lfc","DPI21.padj","DPI28.lfc","DPI28.padj"
"AASS",-0.00213291440333119,0.988363271345259,0.051361998329333,0.838322530418475,0.241122488704504,0.528842304474512,0.284696098240176,0.339282209831649,0.0815755760438,0.631933804490897,0.0289743874936771,0.913598826317944
"AATF",-0.0839259084440335,0.763127550927314,0.0842164083250048,0.746323027045733,0.268959004715356,0.121972342103977,-0.224472706022173,0.210534337290699,-0.0418529726233727,0.890470646550529,0.0296437911518568,0.935310220381819
"AATK",0.0111537580472875,0.915590107443843,0.0349236791358974,0.824366737263121,0.00970729877475227,0.993101824449381,-0.284358240230083,0.154836268592331,-0.0331492951376862,0.767332374896708,-0.0275341544555248,0.843260945990133
"ABAT",0.11353417472635,0.653428842933642,0.0171147469835095,0.960869228222697,-0.223505946623103,0.316319053941862,0.0167313653809588,0.946769864900916,0.187499317952956,0.418456531230442,0.433054671388627,0.0471834908430964
"ABCA1",-0.0584218859137687,0.764953437497843,-0.0084842879922365,0.981269736242704,0.501441094747889,0.110838219512159,-0.959002938040711,0.00338077892266283,-0.670013798848951,0.0594891017880127,-0.990303156432432,0.00573693176330049
"ABCA12",0.0092683864797165,0.972747480356444,0.0877123654663405,0.735902634004391,0.502480334318575,0.176173827288366,0.0634420588167429,0.846454945420352,-0.0299887414514015,0.910392466832718,0.0419882485374568,0.883938430001689
"ABCA13",-0.0120055121081854,0.967206617032291,-0.0276358388602172,0.935625338503081,0.455764415005283,0.188416631125166,1.06055865726513,0.0050923715267144,-0.0191754320384492,0.957053826117518,-0.0586183261722042,0.835702939784362
"ABCA2",0.00573402774038146,0.983831391548148,-0.149081746738793,0.448421770398214,-1.01510328391486,0.0332019253175081,-1.49202972240322,0.00586951170777985,-0.155909797909594,0.310191577040562,-0.0683073116350946,0.725215463799843
"ABCA3",0.0293650142366983,0.932428373830608,-0.163438413153306,0.538180356562903,-0.485946498458225,0.048753333022153,-0.366371558649372,0.133717400066325,-0.147222422494486,0.54502375542883,0.0833041169169256,0.783714449707218
"ABCA4",0.00654519434739862,0.984778258061166,-0.0803591138724828,0.78604178483637,-0.331912150045201,0.30779579698452,0.26590414217468,0.359867664874335,0.197835644944678,0.413769914089497,0.299431349034172,0.266867397795818
"ABCA5",-0.0492032536525649,0.804706723074886,-0.206751181239769,0.436625488937244,-0.317728105571173,0.331679961259641,0.168518510957355,0.572650005245288,0.0186925569809678,0.957366746700451,-0.0794299287865023,0.775068149454216
"ABCA6",-0.010624841037267,0.954548529255127,0.0266972248739298,0.917761047396159,-0.366533817140876,0.339498688681594,0.803322984221703,0.067336203428032,0.0615640906186945,0.711828118013334,0.0352593477216126,0.877998969424529
"ABCA7",0.021892502038728,0.932863185154813,-0.104904452705954,0.692148921249485,-0.667579325070284,0.0552088881872676,-0.851749540609907,0.0192092961348075,-0.216984941354129,0.333778304647107,-0.0248336013964391,0.928526105685009
"ABCA8",-0.000817374323137746,0.995922461587401,-0.0567210625740294,0.804818697289046,-0.271482691145817,0.476594920924117,-0.349244832762792,0.251872527000217,-0.0540796675501991,0.766542769032157,-0.0473305988182258,0.828482454353519
"ABCA9",0.00333710881954289,0.983831391548148,0.109383619571096,0.460380725374559,0.0892843823803765,0.80645014820129,0.222624199432419,0.349568953339966,0.0245633887874884,0.873524676065122,0.0615523380004131,0.655782252216681
"ABCB1",-0.146473632744653,0.281047848298074,-0.360864024803081,0.221346026643479,-0.300680476794887,0.393418032321351,0.101438043284345,0.750339699680564,-0.104583184204505,0.619258076750902,-0.311577796988197,0.238598659278799
"ABCB10",-0.0126324893234756,0.976196467804229,0.0224746575105381,0.957861149950167,0.125780069318346,0.673886417335531,0.714285139741935,0.00376522878786357,0.277360629434835,0.265426668409063,0.0586057706260366,0.8658454268872
"ABCB11",0.00820421012414207,0.950862494626534,0.116702132505984,0.348228431682797,0.723971641294534,0.0989565673060386,-0.00658317108287771,0.982220890473614,-0.0119484235672556,0.944272536707344,-0.0190459074546636,0.914735683978015
"ABCB5",0.0661899384108497,0.446476007442562,0.130724683456409,0.523753810891723,-0.157707892132823,0.680670947638483,-0.0755713254893789,0.793462296752869,0.0177679765685502,0.942128722981,0.108214612045065,0.549609867498217
"ABCB7",-0.138005286812971,0.441921773872037,-0.104268361442295,0.720997964753634,0.553890019170179,0.057077197448702,0.0621277330839374,0.845425090300912,-0.0957270827035798,0.710443289641509,-0.253812008541939,0.322185929544947
"ABCB8",0.0225280997467509,0.932863185154813,-0.0289181113022234,0.932497241026943,-0.172875100414018,0.636366528318286,-0.0475433676697444,0.885864988673726,-0.0212195901542362,0.946441612898612,0.0506421791142964,0.87078928605144
"ABCB9",0.00114777341040311,0.996084317681136,-0.139705505533136,0.521292539278331,-0.104966833842393,0.791056135495251,-0.238659653542229,0.414280603265787,-0.0306590741424472,0.901082070651255,-0.0324008688281264,0.894805126041485
"ABCC1",-0.0181520542665289,0.987227888415226,0.0864342796346249,0.78035311353673,0.34498568746982,0.169822176865521,-0.124243777297858,0.640832742423899,-0.0134066150777849,0.972051864383323,0.137830910139157,0.607243437730308
"ABCC10",0.0838576156825891,0.73382518685256,-0.0956436134137751,0.745185537956229,-0.46355060962328,0.0416670620016977,-0.465961217844494,0.0392567307624756,-0.147837089269637,0.54475662816271,0.060627189217521,0.860340727459989
"ABCC11",0.00370906630863058,0.986662784956378,0.0788382194147059,0.699958644235122,-0.222875048996437,0.551549039864437,0.492913087058786,0.151576787485026,0.0394881309537675,0.825093763789539,0.00428241249180811,0.989034745145013
"ABCC12",0.0138950755729811,0.88859455201986,0.0455924625409619,0.759139118498162,0.765161231523885,0.0886458793633206,0.0770235797249087,0.723865635159301,0.0172959578068021,0.906801710372473,0.0179547598623067,0.91421664975314
"ABCC13",-0.0337947005640878,0.574377076536304,-0.0485016602538311,0.737115763053199,-0.0172529431678783,0.987034665264834,0.12614393717218,0.590671733333166,-0.0348100986431337,0.796745953104267,-0.0966420146816731,0.368384757580407
"ABCC2",0.0159689050611828,0.956347518609782,0.0231751378348006,0.947250900513233,0.50836810273982,0.13566992335523,-0.09876281082792,0.753519434930069,0.00695000257192818,0.98242083173361,0.0170124230609769,0.962215641519647
"ABCC3",0.0306668866157438,0.858387766142273,0.0845554894191614,0.728315700976939,0.054828615136519,0.898673821366124,0.0652506623662767,0.841407130468509,-0.0613346987993877,0.761118146089881,0.0482216648006617,0.84896298925033
"ABCC4",0.0129629152341863,0.957444342569228,0.0583934183411679,0.816877073626945,0.308073766767655,0.436863313168409,0.336508563355447,0.282743676591001,0.148402542046277,0.419717516185598,0.170778747798198,0.384161288025805
"ABCC5",0.100761422586453,0.698616866032927,-0.231961866226348,0.270211764032854,-0.814547752473232,8.67964529976869e-07,-0.0640659420308376,0.786390805664784,0.103393811601988,0.665679245953328,0.146232401369208,0.529914001285076
"ABCC6",0.0499795516913285,0.878907585286876,-0.0671345909111567,0.830635628053842,0.0494924037247131,0.880209779036077,-0.170572986173409,0.4947593975133,-0.155297463132574,0.524911191549575,-0.0916409662574383,0.757493563094387
"ABCC8",0.0290123606661136,0.759147867632007,-0.01019764677921,0.962396065578029,-0.326694059760456,0.357931649700387,-0.094500086539815,0.698199840717708,-0.0516627035410967,0.686338577367015,0.0135218074678475,0.95086937860782
"ABCC9",0.00635657934111456,0.981860590466182,0.0483411892958953,0.853328875459469,0.0719840384137625,0.864965942226906,0.179309051817326,0.53975533074628,-0.0122775842806344,0.964068706915377,0.103490462529703,0.613869101755477
"ABCD1",0.0647475253404208,0.793981353747192,0.0837253373102347,0.765495260256381,0.122142466677888,0.691001549443161,-0.385520341166589,0.132325616098057,-0.151803815987074,0.508029325017066,-0.0863710850876749,0.773834952210687
"ABCD2",0.0069456298804671,0.983831391548148,0.0694150373575041,0.816877073626945,-0.0584343442423028,0.882489385656678,0.544597548459067,0.0881723022672259,1.18588320932534,0.0022118202142859,0.513918491740287,0.122653285424721
"ABCD3",0.00671350081639903,0.987916602267388,0.0579248358010765,0.851598089221417,0.259319768748197,0.311219926674839,0.272476731453284,0.259769028556298,0.150063595905448,0.544242646065509,0.0741590953809008,0.783714449707218
"ABCD4",0.053441195940854,0.777215491756356,0.0335535890472842,0.923800504773487,-0.102918224718837,0.771210791229741,-0.264328386361692,0.360705262478519,-0.00521284336861667,0.979367861615626,0.0725385794314674,0.780109620823491
"ABCE1",-0.102820914016836,0.652416493839296,-0.00319278817960854,0.986827039847684,0.380709187164347,0.143708031427962,0.231387296957623,0.373960322166548,0.0480464844068269,0.878204272244687,-0.0551944955069241,0.872794797143163
"ABCF1",-0.0179223333941959,0.969774758415009,-0.0661782615219107,0.857089878053157,-0.259524753382069,0.231682945299601,-0.347722950438208,0.0893246471494353,-0.192872440450028,0.408050598022308,-0.148619881973107,0.566262231571128
"ABCF2",-0.0546789126661863,0.87371230922075,-0.0572607166030402,0.852890200223997,-0.18894244346913,0.306592059779218,0.072391165882651,0.737587557231346,-0.0206958685023662,0.962439219390431,-0.108412908712369,0.673422594599079
"ABCF3",0.0230259673267925,0.958342954523796,-0.033097739149671,0.917761047396159,0.0988998004672934,0.665421838505835,-0.443166268897267,0.01811753849962,-0.185779986415351,0.397360642946542,-0.10751622457237,0.663516844887319
"ABCG1",-0.047314475615761,0.827385311555875,-0.325923920375559,0.254996465045236,-0.968145530660815,0.00200791212215971,-1.39608791350326,2.98087427344689e-05,-0.705158892301856,0.0459533708672292,-0.278613571994402,0.301601130257405
"ABCG2",-0.00640900870607068,0.988363271345259,-0.0119258198501021,0.985746328428848,-0.0815800957113505,0.764019052410299,0.220611878963772,0.323690216717627,0.125667629796201,0.612357417322515,0.0476892809086222,0.872171610275809
"ABCG4",0.0213180837620299,0.785160034733725,0.00819720193571936,0.966250889043394,0.29200846138995,0.3743443991984,0.162573610815954,0.437627565084962,0.0343514716667301,0.777221736974241,0.0506380830059782,0.685725917587993
"ABCG5",-0.00643930867906347,0.981709657296227,-0.0938413880942415,0.709183095956621,-0.679700559240565,0.0877108138743248,-0.154879557727406,0.607561512577713,-0.0183375960538993,0.95530473354971,0.0172900635808982,0.956709561008263
"ABCG8",0.00675569067276548,0.976758376186712,-0.149694783400859,0.460799354542686,-0.51386751123412,0.205174613823445,-0.491441340754871,0.157909069723584,-0.153529301329015,0.329252905972733,-0.0410775878062087,0.861949076190664
"ABHD1",0.159763712394407,0.454106975837736,0.171168817457999,0.526241974964124,-0.0320514370238886,0.922577880028618,0.0984841275542463,0.733993329433591,-0.00328923763401138,0.989957030437999,0.0432598096160196,0.902230523131365
"ABHD10",-0.0151257591295461,0.964894343798078,0.193480998494402,0.472731012188964,-0.0191996788162773,0.952559605288065,0.375678851097565,0.179928989090743,0.115052361792624,0.631857573712978,-0.0676175378120741,0.828048400380707
"ABHD11",0.0666488338777369,0.784017666311978,0.017405682377677,0.962360509307971,-0.0585805335893162,0.864910373509124,0.0581229475246291,0.848919229819524,0.0601824845552448,0.838247305671519,0.160561844680759,0.548155459995446
"ABHD12",0.0622235172902871,0.854698306110364,-0.206690801801439,0.310741108589423,-0.682679308934554,7.80360043285169e-06,-0.447942918670267,0.00585746015932837,0.00434128101864088,0.993764321493679,0.120435640287762,0.609763389385053
"ABHD12B",0.0475555333796145,0.759147867632007,0.575780763405062,0.115591751987082,1.65700853612175,6.01575239271369e-05,1.05045848026704,0.00997848457140959,0.119508210001463,0.551471281049174,0.0728425488682506,0.770306965906092
"ABHD13",-0.05168143319188,0.807728206517185,0.188303776912775,0.523924072028376,0.659488763333168,0.0322522113833191,0.336616478647385,0.244850074133951,0.0408798333560802,0.889281226269354,-0.177088219974352,0.473384183940878
"ABHD14A-ACY1",0.0253177466227413,0.944081814807426,-0.0914051892405557,0.761785570220561,-0.457359400201537,0.0796244607838178,-0.00387133441265994,0.992268560515861,-0.040618222775341,0.904624302712417,-0.049758113640597,0.885296576864683
"ABHD14B",-0.0553037193982778,0.844438272918573,-0.56476880612671,0.0287584315090366,-0.883820627962875,0.000224600346670648,-0.211460783260411,0.396819449074734,-0.147225815172876,0.553920296070065,-0.165952360220773,0.520163864600234
"ABHD15",-0.0143442107102369,0.95315988824823,-0.985665283072325,0.0227825823985287,-2.01763285165356,1.40482612172949e-06,-0.789423850800017,0.0377238382916471,-0.15999602026852,0.453356973939508,-0.0535203023683994,0.848769747794025
"ABHD16A",0.00710179152939499,0.988363271345259,0.0761926194059483,0.761982734185071,0.208214795544722,0.318213459256825,-0.327809782251554,0.0911144318942823,-0.233715239342057,0.261944282113936,-0.148435701933603,0.530893936227925
"ABHD16B",-0.0201309698709142,0.956273971865476,-0.0832802835698653,0.783841933721103,-0.342243363339699,0.216465404600601,-0.840410488098641,0.00173025338821236,-0.48279920129764,0.090459083439495,-0.187970079930113,0.476815578554294
"ABHD17A",-0.0109615507952793,0.969237716860245,-0.253781952171648,0.344681295974748,-1.0239842829264,0.00523633981698839,-0.405814729760948,0.192863692984173,-0.0869126358279816,0.697443098256369,-0.039398349091933,0.898044310394001
"ABHD17B",-0.188558936187532,0.412207475700008,-0.502583192042044,0.0233915130205854,-0.357361807213044,0.104982409725804,-0.051107693499137,0.854906644647759,0.012994273333297,0.974173062721777,-0.0332420500908872,0.928461141095591
"ABHD18",-0.022901781780109,0.95910574476515,-0.0896938087461086,0.670624205879248,0.0381853725575936,0.824226476038447,0.146957415452303,0.326308468721061,0.0490209932406422,0.850351392922064,0.0908173905625399,0.683554901761495
"ABHD2",0.0152340604615364,0.961768076599756,0.188606124957238,0.4803774332473,0.27550779942742,0.412448722754435,-0.35121155339277,0.238943815581019,-0.147350242443482,0.581707906101727,-0.248950370483783,0.329430418360367
"ABHD3",0.16970597965454,0.41086154548849,0.629133276858697,0.0247533940019546,1.06016942957777,4.86427836926172e-05,0.316691579952357,0.227293927342517,0.464432526979522,0.102849011357042,0.273272669740799,0.293973506252668
"ABHD4",-0.0352010978053299,0.852317809027476,-0.0110994153351571,0.973468004868734,0.195075411573653,0.606076154603904,0.997236570103144,0.0112705375000872,0.172400864304245,0.413818549186951,-0.0071809699576576,0.983528028559296
"ABHD5",0.0371775518553749,0.865576614435306,0.268807150670277,0.340436458003056,0.593055845271777,0.0800645425887329,0.177402652332731,0.557579850259542,0.0174205055057462,0.956237826679207,-0.0901760865540843,0.728299015501236
"ABHD6",-0.0469218146318939,0.865698681042791,0.403091121406773,0.13974781959043,1.41945661389449,3.46617155481635e-08,-0.0729749552201976,0.803084345920857,-0.0017367226703557,0.995107763961611,0.0976002322518728,0.742937588879121
"ABHD8",0.0261294030744511,0.930601707635845,-0.108327649807749,0.705749294134609,-0.716303386488929,0.0176344660608782,-0.17253434542241,0.546274422300249,-0.0492365715540158,0.864395828714708,-0.0450956066180878,0.890648243005161
"ABI1",-0.0343732450074217,0.917686771574836,0.136018223034695,0.615491484543153,0.863613387945161,0.000100413277802873,0.106077566441111,0.689095143300231,0.000604755742823061,0.991537479417251,-0.00854173632914698,0.975367006972742
"ABI2",-0.0225306258817362,0.956677826955218,-0.00146808674811544,0.998242109624442,-0.593328526046224,0.00339858115815876,-0.0703407176341874,0.797082448723831,-0.05132140051087,0.867837790123787,-0.0323121352619664,0.926497111370597
"ABI3",0.0133013078602545,0.951907662713339,0.111438602726249,0.62013222031963,0.0474747699378979,0.912122260590407,1.18271891680876,0.0135798383215821,0.12569283966952,0.498141040243433,0.0142764016174722,0.962215641519647
