"Gene"	"sample01"	"sample02"	"sample03"	"sample04"	"sample05"	"sample06"	"sample07"	"sample08"	"sample09"	"sample10"	"sample11"	"sample12"	"sample13"	"sample14"	"sample15"	"sample16"	"sample17"	"sample18"	"sample19"	"sample20"	"sample21"	"sample22"	"sample23"	"sample24"	"sample25"	"sample26"	"sample27"	"sample28"	"sample29"	"sample30"	"sample31"	"sample32"	"sample33"	"sample34"	"sample35"	"sample36"
"7SK"	776.260476578936	662.560261692016	1425.10918205133	704.915053205909	584.933139873961	561.096490404417	618.046132694996	906.914367960838	474.274637646124	876.394285315483	690.747292635463	725.270967626022	1209.57087491528	588.131124171842	501.506452946654	746.224795503886	463.533355166481	428.239940521813	279.01852992212	993.391735851191	883.661453275503	498.479478756747	604.88781171879	365.959012346764	539.472221270354	572.474332766457	645.858589036635	505.292048326194	525.816543057218	360.381240056815	305.529236982088	564.220698962089	807.482420265052	419.975195061909	689.627585207415	839.479714651176
"A1BG"	0	0.0423171911408326	0.44936634174493	0.95863334524829	0.845034874131697	0.247506171329694	0.392294007719403	0.679991492687004	0.589618819140481	0.0792185017911492	0.388322066918969	0.484914843520852	1.07872190753169	0.406991040403628	0.0247376536746734	0.485288761458255	0.0503895374678206	0.025423886281276	0	0.86751887773423	0.41975178285935	0.6798477509942	0.222483379328671	0.584332364604778	0.304138899194007	0.0268906164106561	0.22625539299092	0.554267088243379	0	0.156634527479178	0.207680004223118	0.860459798331741	0.0212814595647432	0.154997816597932	0.597664387515512	1.05857542216688
"A1CF"	0	0.296220337985828	0.337024756308698	0	0.507020924479018	0.135003366179833	0.209223470783682	0.0485708209062146	0.29480940957024	0.0396092508955746	0.155328826767588	0.242457421760426	0.0539360953765843	0.232566308802073	0.14842592204804	0	0	0.152543317687656	0.0285061840950266	0.371793804743241	0.16790071314374	0.453231833996133	0.0889933517314683	0.417380260431984	0.140371799628003	0	0.251394881101022	0.155194784708146	0.0261795640058361	0.0174038363865753	0.0958523096414392	0.0344183919332696	0	0	0.0963974818573407	0.205834109865783
"A2M"	3.18487613476041	4.0201331583791	11.4588417144957	2.92915744381422	2.83086682834119	8.48271150829953	17.5486186119813	2.91424925437287	11.4975669732394	1.58437003582298	5.0481868699466	12.688605072129	2.48106038732288	9.94220970128862	15.8073606981163	3.84498018693848	3.87999438502218	12.9407581171695	136.088522869657	4.50283607966814	7.72343280461204	9.97110034791493	3.6487274209902	15.5265456880698	11.5338828694343	21.888961758274	18.0752919511635	2.4609458718006	12.2520359547313	6.85711153631068	11.8697110105982	2.16835869179599	6.8951928989768	5.11492794773177	7.07557516832881	2.61703368257924
"A2ML1"	2.26480080694073	1.22719854308415	2.19066091600654	1.01189075331764	2.66185985351485	1.30503253973839	0.915352684678607	1.69997873171751	1.17923763828096	0.673357265224768	1.16496620075691	1.37392538997575	2.21137991043996	0.581415772005182	0.395802458794774	0.895917713461394	0.90701167442077	0.483053839344244	0.712654602375665	0.578345918489486	1.17530499200618	1.3596955019884	0.711946813851746	1.50256893755514	0.701858998140016	2.33948362772708	1.28211389361521	0.820315290600201	1.15190081625679	1.11384552874082	0.399384623505997	0.92929658219828	0.936384220848702	1.20553857353947	1.11821078954515	1.73488749744017
"A3GALT2"	3.11410110954351	4.44330506978743	3.59493073395944	1.65097965014983	3.3378877528202	3.93759818024514	3.63525780486647	3.88566567249716	2.13736821938424	4.35701759851321	2.25226798813002	0.565733984107661	1.51021067054436	2.23845072221995	1.23688268373367	0.97057752291651	2.72103502326231	3.30510521656588	1.48232157294138	1.98290029196395	2.09875891429675	3.24816147697229	3.515237393393	1.58604498964154	1.49729919603203	1.55965575181805	2.11171700124858	1.6406305812004	1.33515776429764	3.21970973151643	2.26850466151406	1.20464371766444	2.14942741603907	2.80718267838478	3.29679387952105	2.73465317393111
"A4GALT"	4.45882658866457	4.52793945206909	10.7286214091602	4.5268796858947	6.50676853081407	6.14265316118242	8.63046816982687	7.91704380771297	5.96989054379737	4.27779909672206	5.28118011009798	6.70798866870513	8.41403087874715	4.50597223304016	5.36807084740413	5.74880532804394	10.0275179560963	3.2796813302846	7.35459549651686	8.46863666359605	9.99009243205252	6.42078431494522	8.05389833169788	7.01198837525733	7.36951948047017	4.84031095391809	12.9468363767026	4.70018490830386	8.69161524993759	4.35095909664383	3.61043699649421	9.49947617358242	13.5137268236119	4.80493231453591	11.0857104135942	11.379685788294
"AAAS"	6.01587714343632	14.2185762233198	13.4248194596298	7.13649268129282	9.7601527962211	12.982823714294	12.7887846516525	6.16849425508925	7.00172347729321	6.97122815762113	7.30045485807662	7.75863749633364	9.54668888165542	6.22114876045545	7.66867263914875	5.93545485168174	8.46544229459386	6.17800436635006	4.41845853472912	6.36180510338435	8.73083708347447	8.53586620692718	7.92040830410068	8.84846152115806	6.90161348171016	11.2133870432436	8.49714698121453	6.38515685656373	14.2940419471865	9.15441793933862	6.96526783394458	9.56831295744896	14.5990812614139	7.12989956350489	16.1369384629188	7.82169617489974
"AACS"	23.1434332459256	31.4416730176386	41.9034113677148	18.4270631919949	40.6039257020281	30.4207585125224	36.3002721809688	22.0997235123276	24.6165856991151	31.0932619530261	26.2505717237223	22.3060828019592	33.1167625612227	30.5243280302721	26.4445517782259	23.8164792161821	25.2451582713781	18.4323175539251	13.3694003405675	18.4657589689143	25.3530076847047	25.5320599817822	27.0984756022321	21.7872495945496	18.4354963511444	17.667134981801	23.0277711088536	17.3374745202529	24.1113784493751	30.9614249317175	24.7298958874913	29.4621434948788	33.4970173549058	35.4083901028166	44.8248290636634	34.1978671105579
"AADAC"	1.55705055477175	0	0.561707927181163	0.90537593717894	0.591524411892188	0.360008976479556	0.261529338479602	0.631420671780789	0.737023523925601	0.0792185017911492	0.465986480302763	0.64655312469447	0.809041430648764	0.290707886002591	0.593703688192162	0.373299047275581	0.503895374678206	0.661021043313175	1.11174117970604	0.041310422749249	0.41975178285935	0.755386389993555	0.266980055194405	0.834760520863968	0.327534199132007	0.295796780517217	0.175976416770715	0.798144607070466	0.366513896081706	0.313269054958356	0.335483083745037	0.653949446732123	0.340503353035892	0.447771470171805	0.0192794963714681	1.02917054932891
"AADAT"	0	0.169268764563331	0.0561707927181163	0.0532574080693494	0.760531386718528	0.292507293389639	0.287682272327562	0.53427902996836	0.589618819140481	0.158437003582298	0.388322066918969	0.565733984107661	0.701169239895596	0.31977867460285	0.395802458794774	0.223979428365349	0.302337224806923	0.406782180500416	0.17103710457016	0.330483381993992	0.41975178285935	0.528770472995489	0.266980055194405	0.667808416691175	0.631673098326014	0.564702944623777	0.276534369211124	0.243877518827087	0.445052588099214	0.348076727731506	0.639015397609595	0.275347135466157	0.383066272165378	0.516659388659775	0.462707912915235	0.382263346893597
"AAGAB"	15.7828306233682	18.1117578082764	16.9635794008711	31.2620985367081	10.7741946451791	14.9853736459615	13.5472197332434	15.1540961227389	13.6349351926236	16.20018361629	19.1831101057971	16.7295621014694	8.73764745100665	18.6634462813664	22.1402000388327	15.9398693186673	20.0046463747248	28.4493287487478	52.9644900485594	23.8774243490659	18.9727805852426	19.111275666837	24.6511584296167	18.1977793548345	26.1559453306846	22.1309773059699	23.1534685494041	32.568734105181	19.5823138763654	20.1536425356542	28.9953236665354	18.5170948600991	16.5356940818055	20.4252678316831	16.7538823468058	17.995782176837
"AAK1"	147.919802703317	138.461849412804	124.699159834218	143.741744379174	157.260990075909	161.73403268344	153.177733547503	163.926520558474	172.242397541413	219.791733219543	201.84981038448	125.10802962838	154.419041063161	166.662831045286	183.30601372933	180.490089357743	275.781938561382	216.764054434159	179.874021639618	198.992306383133	150.355088620219	143.221259542778	224.797206473689	112.024861899945	145.495370314425	90.0835649756978	167.127316955959	136.083655505514	107.100596347876	165.475676363558	186.320914558018	155.089274051313	149.438409063627	207.283746730302	126.666291160546	174.076847200776
"AAMDC"	30.7163609441337	32.4149684138778	25.4453691013067	23.0604576940283	23.8722351942205	33.6158381787785	31.1481442129206	21.8568694077966	25.0587998134704	39.846906400948	31.9977383141231	22.5485402237196	16.8280617574943	31.5127348426809	27.3103696568394	19.4488803630578	22.8768500103905	38.0087099905076	34.349951834507	20.4899696836275	20.9036387863956	26.5140622887738	33.3280102234349	23.9576269487959	30.8116100183467	25.6536480557659	32.5807765906924	35.074021344041	23.95430106534	34.5640190637386	43.4690224223927	26.8807640998836	26.1123508859399	41.5049708890019	31.1556661362925	28.6109412713438
"AAMP"	14.7212052451148	15.3611403841222	43.0268272220771	22.3681113891268	27.5903886403999	22.2755554196725	32.0896498314472	30.113908961853	21.447384546235	18.4579109173378	20.2704118931702	26.9127738154073	39.5351579110363	24.5066747900184	27.7556474229836	22.3606129318073	15.0664717028784	19.1441863698008	8.60886759669803	29.2064688837191	23.5060998401236	24.7011349527893	16.0188033116643	27.129716928079	17.2657313542444	23.0990394967536	18.452384272815	8.38051837423989	25.7345114177369	17.3864325501887	11.5981294666141	28.3263365610809	26.7507946728822	11.8659439595528	25.4874942030809	18.1134016681889
"AANAT"	0.0707750252168979	0.126951573422498	0.0561707927181163	0.0532574080693494	0.549272668185603	0.360008976479556	0.261529338479602	0.339995746343502	0.29480940957024	0.792185017911492	0.0776644133837939	0.323276562347235	1.24053019366144	0.901194446608033	0.791604917589549	0.522618666185813	1.86441288630936	1.09322711009487	1.08323499561101	0.991450145981977	1.42715606172179	0.528770472995489	0.845436841448949	0.333904208345587	0.397720098946009	0.403359246159841	0.402231809761635	0.199536151767616	0.183256948040853	0.26105754579863	0.143778464462159	0.378602311265966	0.510755029553837	0.258329694329887	0.327751438314958	0.235238982703752
"AAR2"	7.57292769820808	12.7374745333906	14.8852600703008	14.5392724029324	10.7319429014726	12.4878113716346	14.9071722933373	9.85987664396156	10.6131387445287	15.2495615947962	12.9699570350936	10.3448499951115	10.4636025030574	14.1574740483262	11.4287959976991	9.22048646770685	8.36466321965822	10.1949783987917	6.95550891918649	11.4842975242912	13.5160074080711	11.255257210904	12.5925592700028	9.85017414619483	15.6046650586464	15.6234481345912	17.9244550225028	12.2160466248841	15.3674040714258	12.5133583619477	15.4002710823912	10.8073750670467	17.7487372769959	11.7970560410649	16.6189258722055	11.4973052796459
"AARS1"	42.8896652814401	64.6606680631922	58.0805996705323	65.1338100688144	52.4766656835784	46.193651794533	72.1297915526742	43.1308889647185	48.0539337599492	50.7790596481266	47.2199633373467	50.3503245855818	58.5745995789705	61.0777268491444	70.8486401242646	60.6237652775543	68.9328872559785	74.7462256669514	59.5209123904155	48.6636779986153	55.0714339111467	60.6575271164825	56.2882949701537	52.0055804498252	43.538653184619	42.2451583811407	41.1533420362372	31.1719810428076	44.7146953219681	53.3949700340131	33.564283759444	67.5977217569416	50.309370411053	30.9134534214765	54.9080056659413	41.725514557078
"AARS2"	10.9701289086192	16.5460217360656	21.9627799527835	11.0775408784247	15.0838725032508	17.3254319930786	18.411665428964	11.7541386593039	12.6031022591278	14.9326875876316	12.3486417280232	13.5776156185839	12.6749824134973	14.3318987799277	12.7893669498061	12.3561984648217	10.0275179560963	8.3644585865398	5.53019971443516	9.46008680957803	11.3332981372024	12.539414073893	11.3021556698965	14.0239767505147	13.8032269634203	14.6016047109862	12.2429307096198	11.218365866046	12.6970885428305	14.549607219177	10.6076556003193	12.2185291363107	16.9400418135356	10.1954119362196	20.5133841392421	12.8499294301924
"AASDH"	6.58207734517151	9.18283047756068	7.30220305335512	9.21353159599745	6.46451678710749	8.16770365387992	8.26432709595542	6.21706507599546	8.84428228710721	7.4861484192636	9.31972960605527	7.92027577750726	4.85424858389259	8.750307368678	8.50975286408765	7.3913211360565	4.73661652197513	6.4576671154441	8.18127483527263	8.13815328160206	6.54812781260586	8.53586620692718	7.60893157304054	8.26412915655329	11.6976499690003	12.2352304668485	10.1563531964813	17.248791786134	10.0791321422469	11.2428783057277	17.8924311330687	9.46505778164915	8.23592485155563	13.674251819862	9.65902768210554	9.08610570693241
