"Gene"	"sample01"	"sample02"	"sample03"	"sample04"	"sample05"	"sample06"	"sample07"	"sample08"	"sample09"	"sample10"	"sample11"	"sample12"	"sample13"	"sample14"	"sample15"	"sample16"	"sample17"	"sample18"	"sample19"	"sample20"	"sample21"	"sample22"	"sample23"	"sample24"	"sample25"	"sample26"	"sample27"	"sample28"	"sample29"	"sample30"	"sample31"	"sample32"	"sample33"	"sample34"	"sample35"	"sample36"
"AASDHPPT"	9.20075327819673	13.7954043119114	11.9082080562407	18.0010039274401	10.8164463888857	14.580363547422	13.9656666748107	12.0941344056474	15.7723034120079	13.9820655661378	17.1638353578184	15.6789132738409	11.9738131736017	16.0180045187428	21.5959716579899	16.1265188423051	13.0508902041655	18.5848608716127	20.9520453098445	13.6324395072522	16.0345181052272	14.7300346048743	15.0398764426181	15.0256893755514	26.1325500307466	20.2217435408134	18.5026632490352	26.2944306662659	18.6398495721553	18.5524895880893	28.9633728966549	15.9357154651038	15.2800879674856	22.836344978762	10.5266050188216	12.4088563376229
"AASS"	5.73277704256873	2.28512832160496	2.92088122134205	5.53877043921234	5.15471273220335	1.95754880960758	3.97524594488995	5.43993194149603	4.93805761030153	2.21811805015218	5.59183776363316	5.17242499755576	3.93733496249065	1.9186720476171	5.68966034517488	6.08477447059197	5.19012235918552	2.59323640069015	7.98173154660745	6.3204946806351	4.1975178285935	3.92800922796649	4.44966758657342	5.09203917727021	5.54468608530613	1.7747806831033	7.49156745681045	11.3957313342839	4.13637111292211	2.08846036638904	11.3265479226301	7.74413818498567	4.27757337251339	2.66940684140884	5.39825898401108	6.08680867745958
"AATF"	49.6132926770454	55.0123484830824	38.7016761827821	55.3877043921234	47.6177151573212	51.2787785873067	45.5845636969946	48.8136750107456	53.2130984274284	68.2071300421794	66.9467243368303	45.1778995880261	52.5876929921697	65.9325485453877	64.6642267055963	64.5434052739479	68.6305500311716	79.4496446289874	88.6827387196277	51.3901659000658	44.1578875568036	48.1181130425895	71.9066281990264	38.9833163243473	43.538653184619	33.1292394179283	54.9297815205732	53.6752248254888	45.9189552662365	56.0577570011591	67.4480752176927	52.591302874036	53.0546786949049	80.9088602641207	51.437696319077	64.1614325324483
"AATK"	75.1630767803456	19.8890798361913	10.6724506164421	37.3867004646833	81.2501031477627	32.2433039559502	8.89199750830647	121.281339802818	28.7439174330984	29.4692826663075	20.5034051333216	33.4591242029388	97.7861409177473	33.6058316218995	10.909305270531	81.7151614486246	55.327712139667	39.8392298027595	6.92700273509146	61.3046673598856	43.8220861305161	34.2945421057074	17.4871936152335	37.8981276472242	12.3761136672023	16.4570572433215	9.70384241049944	16.6945246978906	31.5201950630267	19.5271044257375	2.17265235187262	64.7754136184135	26.1549138050694	16.6019883556008	3.58598632509307	59.8977259709428
"ABAT"	15.7120555981513	10.2830774472223	14.4358937285559	16.0837372369435	16.3091730707418	11.9477979069152	18.1239831566364	13.2598341073966	13.2664234306608	7.96145943001049	11.4943331808015	14.4666261650388	13.6458321302758	8.54681184847618	11.4040583440244	13.6254152255587	9.12050628167552	5.38986389163051	7.86770681022734	12.4757476702732	11.7530499200618	13.8235709368821	8.67685179381816	16.0274020005882	10.1535601730922	10.3528873181026	17.5976416770715	18.335155279091	10.550364294352	12.2871084889222	17.3652434300407	13.3199176781753	16.9400418135356	12.2448275112367	22.1714208271884	15.4375582399337
"ABCA1"	269.865171152032	116.329958446149	128.743456909923	188.690996789705	173.992680583716	131.808286513577	101.107242256214	172.280701754343	151.237227109533	161.526525152153	158.823725369858	116.460381585591	241.687643382474	127.94054062974	193.126862238175	160.219951090679	304.554364455508	316.629079747011	357.068461974303	199.942446106365	221.461040636593	122.599211095954	240.63802308189	112.35876610829	64.7815855283235	94.4398448342241	95.7311707232691	113.691265140482	105.084769919426	107.399074341556	82.9122478398449	148.687453151725	77.9752678452192	94.9447736560446	52.5366276122507	121.61855405784
"ABCA10"	3.11410110954351	1.39646730764748	1.12341585436233	1.11840556945634	2.83086682834119	0.855021319138944	1.90916417090109	1.60283708990508	1.69515410502888	0.633748014329193	1.63095268105967	1.93965937408341	1.83382724280387	0.610486560605442	1.38530860578171	0.746598094551162	2.51947687339103	1.09322711009487	1.76738341389165	0.743587609486483	1.42715606172179	1.51077277998711	1.15691357250909	2.08690130215992	3.18176079156807	1.12940588924755	1.55864826282633	2.0175322012059	3.16772724470617	0.904999492101917	3.91396931035877	1.37673567733079	2.04302011821535	0.861098981099625	1.46524172423158	1.47024364189845
"ABCA12"	2.40635085737453	0.761709440534987	1.01107426892609	0.426059264554795	0.718279643011943	0.450011220599444	0.732282147742886	0.53427902996836	0.810725876318161	0.356483258060171	0.698979720454145	0.565733984107661	1.18659409828485	0.290707886002591	1.1131944153603	0.78392799927872	0.806232599485129	0.661021043313175	2.39451946398223	0.950139723232728	0.50370213943122	0.528770472995489	1.06792022077762	1.33561683338235	0.397720098946009	0.672265410266402	0.905021571963678	0.421242987064968	0.863925612192592	0.55692276437041	0.607064627729115	0.688367838665393	0.59588086781281	0.568325327525752	0.636223380258449	0.735121820949224
"ABCA13"	4.31727653823077	3.00452057099912	2.7523688431877	3.35521670836901	3.42239124023337	2.430060591237	2.58914045094806	3.83709485159095	2.35847527656192	4.91154711105125	3.57256301565452	3.87931874816682	4.36882372550333	3.43035305483058	2.96851844096081	3.50901104439046	4.23272114729693	5.41528777791178	5.92928629176553	4.46152565691889	6.38022709946212	2.64385236497744	7.07497146265173	2.92166182302389	5.63826728505813	3.68401444825988	17.0948519148695	4.01289371888207	2.19908337649023	2.8890368401715	2.41228312597622	3.44183919332696	1.68123530561471	2.30774526934699	1.52308021334598	3.14632139366268
"ABCA2"	124.422494331307	36.6043703368202	60.7767977210018	19.971528026006	138.839229819838	44.1461007408055	43.9369288645731	50.5622245633694	39.1359491204494	25.8648408348102	25.3185987631168	34.0248581870465	87.1607301285602	19.3030036305721	20.1611877448588	29.1173256874953	44.8466883463603	19.8814790719578	11.9725973199112	23.9600451945644	39.2887668756351	34.5211580227055	25.1851185400055	36.4790347617554	19.2075412490984	19.9259467602961	24.4858614192395	10.3537092083863	48.406013846791	35.5908454105465	16.8220803420726	35.7262908267339	73.8892276087885	30.6551237271466	36.322571163846	49.4295912406258
"ABCA3"	12.1025293120895	13.9646730764748	21.9627799527835	8.46792788302656	17.19645968858	14.6478652305119	21.9423114984386	16.8540748544565	11.7186740304171	15.1307338421095	12.6592993815584	14.0625304621047	14.4548735609246	13.8086245851231	13.5314965600464	12.3935283695493	12.1438785297448	8.13564361000831	6.86999036690141	11.4016766787927	12.6765038423524	12.6904913518917	12.0141024837482	14.4413570109467	8.56267977730819	10.7024653314411	15.2848087709421	8.49137179188857	7.59207356169247	13.1224926354778	11.9815387051799	15.7980418973708	14.7054885592376	15.4481157209273	26.2972330506825	20.0247184026569
"ABCA4"	7.50215267299118	7.9133147433357	6.79666591889207	6.12460192797518	7.22504817382601	8.21270477593986	11.141149819231	3.93423649340338	7.51763994404113	2.4953828064212	4.89285804317901	8.24355233985449	5.66329001454135	8.57588263707644	6.43178995541508	4.74089790039988	5.49245958399244	6.35597157031899	3.42074209140319	5.28773411190387	4.44936889830911	7.70494117793427	3.20376066233286	13.1892162296507	9.17095757569621	19.0385564187445	6.00833765831442	9.00129751307248	13.9798871791165	10.0072059222808	14.2979695215147	6.71158642698758	13.1306605514466	9.73041848642576	19.4530118388114	6.41026227867723
"ABCA5"	4.17572648779698	3.47000967354828	3.53875994124133	5.11271117465755	3.88716042100581	2.72256788462664	4.49830462184916	3.30281582162259	3.90622467680568	2.29733655194333	4.97052245656281	3.79849960758001	2.91254915033555	2.09309677921866	4.10645050999578	2.94906247347709	3.6784362351509	2.61866028697143	4.73202655977441	2.43731494220569	2.93826248001545	3.399238754971	4.40517091070768	4.17380260431984	7.11217118115216	3.33443643492135	5.53068738422248	6.51818095774214	5.26209236517306	3.39374809538219	9.21779711051841	3.16649205786081	3.19221893471148	4.3571608443641	4.74275610738116	3.8814432146119
"ABCA6"	2.19402578172384	0.761709440534987	0.730220305335512	2.39658336312072	2.40834939127534	1.46253646694819	0.679976280046965	1.84569119443615	2.65328468613216	0.51492026164247	1.78628150782726	2.7478507799515	3.72159058098432	2.20937993361969	1.212145030059	1.97848495056058	1.61246519897026	0.991531564969763	1.05472881151598	1.56979606447146	1.59505677486553	2.7193910039768	0.978926869046151	2.92166182302389	9.91960717371222	2.07057746362052	2.79048318022134	2.79350612474663	5.0002967251147	1.77519131143068	2.2844800464543	3.26974723366062	2.89427850080508	3.46161790402049	0.790459351230194	1.85250698879204
"ABCA7"	38.0769635666911	42.740363052241	87.8511198111339	20.2378150663528	61.2227766308415	45.9686461842332	75.8173552252366	41.2851977702824	32.1342256431562	57.9483340602256	31.9200739007393	31.9235605317895	51.8865237522741	31.6580887856822	47.0510172892288	29.3786350205882	34.3656645530536	25.5255818264011	18.1014269003419	27.6366728192476	39.4566675887789	38.1470126946746	37.5551944306796	27.547097188511	14.4816906616223	27.2133038075839	38.5891142490068	10.7306108283918	30.4730125027932	37.1049791761786	23.4678404772124	37.1374448959979	43.8185252438063	32.3600997097239	74.7658869285534	38.9908613831469
"ABCA8"	3.11410110954351	1.77732202791497	2.92088122134205	1.81075187435788	1.81682497938315	1.64254095518797	2.85066978942766	1.45712462718644	1.62145175263632	0.594138763433619	1.2426306141407	1.69720195232298	3.88339886711407	1.4244686414127	1.53373452782975	0.634608380368487	2.41869779845539	1.67797649456421	1.45381538884636	0.86751887773423	1.42715606172179	1.88846597498389	0.889933517314683	2.6712336667647	0.772044897954017	0.833609108730338	1.73462467959705	0.554267088243379	1.02100299622761	1.2008647106737	1.43778464462159	1.44557246119732	1.34073195257882	2.04941557501711	1.58091870246039	2.44060444555142
"ABCA9"	0.566200201735183	0.465489102549159	0.280853963590582	0.0532574080693494	0.507020924479018	0.337508415449583	0.156917603087761	0.0485708209062146	0.3685117619628	0.118827752686724	0.388322066918969	0.484914843520852	0.701169239895596	0.523274194804664	0.247376536746734	0.447958856730697	0.554284912146026	0.355934407937864	0.598629865995558	0.578345918489486	0.16790071314374	0.604309111994844	0.222483379328671	0.918236572950365	1.26334619665203	0.295796780517217	0.125697440550511	0.243877518827087	0.680668664151739	0.226249873025479	0.319507698804797	0.172091959666348	0.638443786942297	0.585547307147745	0.134956474600277	0.352858474055628
"ABCB1"	8.35145297559395	8.67502418387069	4.99920055191235	14.5392724029324	3.50689472764654	5.24263071998353	3.13835206175522	5.43993194149603	5.96989054379737	3.24795857343712	4.58220038964384	6.4655312469447	3.55978229485456	6.22114876045545	3.0674690556595	5.86079504222662	6.80258755815578	4.70341896203606	5.21663168938987	6.4857363716321	6.04442567317464	6.04309111994844	3.47074071752726	7.8467488961213	13.0311820654663	11.3478401252969	4.75136325280931	13.7236531049061	9.39846347809516	7.50105348261396	4.74468932725124	5.16275878999044	5.74599408248067	6.73379403219907	3.18111690129224	5.23406736515848
"ABCB10"	35.9537128101841	36.9852250570877	42.1842653313053	56.4528525535104	35.2379542512918	50.221252218898	48.4090805525743	36.5252573214734	45.8428631881724	73.7920344184555	49.7828889790119	45.5011761503733	35.2202702809095	57.996223257517	42.7714032035103	34.9781207297219	54.3199213903106	45.3816370120776	32.15497565919	59.3630774906708	57.5899446083028	51.3662745195618	43.1617755897621	45.4109723349999	100.810347432844	130.527052057325	60.6364453215664	73.7396934198992	98.6969563020021	70.7117872386555	59.7479396764971	41.7495094150561	51.4160063084196	56.8497547321972	55.5056700534568	38.6085980362532
"ABCB11"	1.06162537825347	0.423171911408326	1.46044061067102	2.87590003574487	0.802783130425113	0.517512903689361	1.43841136163781	4.46851552337174	1.98996351459912	0.554529512538044	1.39795944090829	2.7478507799515	1.61808286129753	0.959336023808551	4.20540112469448	6.12210437531953	1.91480242377718	0.915259906125935	7.46862023289697	5.37035495740237	1.76295748800927	1.66185005798582	1.02342354491189	2.50428156259191	0.725254298078016	0.349578013338529	1.1815559411748	2.54962860591954	0.863925612192592	0.330672891344931	1.83716926812759	2.44370582726214	0.425629191294864	0.499437409037782	0.906136329459003	2.02893622581986
"ABCB5"	1.06162537825347	0.380854720267494	0.674049512617396	0.213029632277398	0.760531386718528	0.135003366179833	0.444599875415323	0.437137388155931	0.29480940957024	0.277264756269022	0.232993240151382	0.323276562347235	0.916913621401933	0.290707886002591	0.272114190421407	0.149319618910232	0.0503895374678206	0.101695545125104	0.142530920475133	0.537035495740237	0.41975178285935	0.377693194996778	0.133490027597202	0.667808416691175	0.210557699442005	0.13445308205328	0.22625539299092	0.221706835297352	0.392693460087542	0.156634527479178	0.0958523096414392	0.413020703199236	0.191533136082689	0.189441775841917	0.250633452829086	0.470477965407503
"ABCB6"	4.95425176518285	2.79293461529495	4.04429707570437	5.69854266342039	7.01378945529309	5.19762959792358	6.14593945427065	7.72276052408812	6.55950936293785	3.96092508955746	5.1258512833304	5.98061640342385	5.66329001454135	4.1280519812368	2.96851844096081	5.11419694767546	8.16310506978693	4.4491800992233	4.84605129615452	5.90739045314261	12.256752059493	6.87401614894136	5.4730911314853	7.42936863568932	18.3653104513304	10.5142310165665	10.9105378397843	6.73988779303949	10.6027234223636	4.69903582437534	4.00982162000021	7.22786230598662	6.27803057159925	2.89329257649474	5.28258200578227	5.23406736515848
"ABCB7"	22.860333145058	22.1318909666555	14.3797229358378	28.0133966444778	15.5908934277298	18.5629628497271	18.9608770397711	19.9626073924542	25.5747162802184	23.0129747703288	29.4348126724579	22.7909976454801	15.5875315638329	26.134638951633	28.4977770332238	21.8379942656215	33.0555365788903	42.4324662034496	73.6884858856437	28.7933646562266	24.0937523361267	17.6005028868498	34.0399570372866	18.6986356673529	34.1805332094188	22.8570239490577	26.6981363729285	34.2093646863814	19.3728773643187	23.3037369216244	32.7175883576113	23.4733432984899	16.8336345157119	29.6045829702051	13.1871755180842	18.6426893792723
"ABCB8"	4.10495146258008	10.2830774472223	9.04349762761673	3.35521670836901	8.23909002278405	10.530262562027	8.94430337600239	5.19707783696496	7.29653288686345	7.3277114156813	6.13548865731972	5.89979726283704	6.8498841128262	9.44800629508422	5.73913565252423	5.00220723349278	6.80258755815578	6.40681934288155	2.99314932997779	6.27918425788585	6.29627674289025	7.17617070493878	6.36302464879998	6.17722785439337	5.61487198512013	9.89574683912143	8.52228646932464	3.39211458004948	6.20455666938316	10.2682634680794	4.42518162844644	5.81670823672257	9.19359053196907	7.88766666687256	13.2642935035701	5.76335507624192
"ABCB9"	6.15742719387012	3.25842371784411	3.31407677036886	1.27817779366439	6.63352376193382	2.38505946917706	3.47834020177871	2.62282432893559	3.39030821005776	2.09929029746545	1.70861709444347	2.34375507701745	5.39360953765843	1.9186720476171	1.16266972270965	1.8664952363779	7.20570385789834	1.67797649456421	1.3968030206563	2.85041916969818	3.77776604573415	3.24816147697229	2.26933046915244	2.83818577093749	3.90701508964609	1.72099945028199	2.13685648935868	1.30807032825437	6.09983841335981	1.65336445672466	1.56558772414351	2.2716138675958	4.66063964467877	2.16996943237105	3.62454531783601	3.35215550352846
"ABCC1"	79.6219033690102	92.3361110692968	103.017233845025	85.3716251351671	91.1792629188102	102.332551564314	100.767254116191	88.6417481538416	74.2919712117006	183.866142657257	110.050473764836	69.8277374670027	105.067513793586	130.004566620359	106.916139181938	76.6382944056767	174.700526400934	128.060115198787	121.493356613003	99.1037041754484	94.7799525696412	104.31886045811	153.246551681588	57.6819519917002	73.4144512054457	66.2584788358566	112.398651340267	74.7152034952075	51.599920655503	124.002334254349	92.4335772642279	111.446753079927	74.2935753405186	147.523477441988	107.984459176593	151.699738971082
